facility_id,facility_name,address,state,zip_code,telephone_number,hcahps_measure_id,hcahps_question,hcahps_answer_description,patient_survey_star_rating,patient_survey_star_rating_footnote,hcahps_answer_percent,hcahps_answer_percent_footnote,hcahps_linear_mean_value,number_of_completed_surveys,number_of_completed_surveys_footnote,survey_response_rate_percent,survey_response_rate_percent_footnote,start_date,end_date,dashboard_category,is_relevant_measure,patient_survey_star_rating_numeric,hcahps_answer_percent_numeric,hcahps_linear_mean_value_numeric,number_of_completed_surveys_numeric,survey_response_rate_percent_numeric
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",Not Applicable,,75,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Doctor Communication,True,,75.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_COMP_2_LINEAR_SCORE,Doctor communication - linear mean score,Doctor communication - linear mean score,Not Applicable,,Not Applicable,,89,631,,21,,07/01/2024,06/30/2025,Doctor Communication,True,,,89.0,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_COMP_2_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","Doctors ""sometimes"" or ""never"" communicated well",Not Applicable,,7,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Doctor Communication,True,,7.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,3,,Not Applicable,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Doctor Communication,True,3.0,,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_COMP_2_U_P,"Patients who reported that their doctors ""Usually"" communicated well","Doctors ""usually"" communicated well",Not Applicable,,18,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Doctor Communication,True,,18.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_DOCTOR_EXPLAIN_A_P,"Patients who reported that their doctors ""Always"" explained things in a way they could understand","Doctors ""always"" explained things so they could understand",Not Applicable,,69,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Doctor Communication,True,,69.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_DOCTOR_EXPLAIN_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" explained things in a way they could understand","Doctors ""sometimes"" or ""never"" explained things so they could understand",Not Applicable,,9,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Doctor Communication,True,,9.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_DOCTOR_EXPLAIN_U_P,"Patients who reported that their doctors ""Usually"" explained things in a way they could understand","Doctors ""usually"" explained things so they could understand",Not Applicable,,22,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Doctor Communication,True,,22.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_DOCTOR_LISTEN_A_P,"Patients who reported that their doctors ""Always"" listened carefully to them","Doctors ""always"" listened carefully",Not Applicable,,72,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Doctor Communication,True,,72.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_DOCTOR_LISTEN_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" listened carefully to them","Doctors ""sometimes"" or ""never"" listened carefully",Not Applicable,,8,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Doctor Communication,True,,8.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_DOCTOR_LISTEN_U_P,"Patients who reported that their doctors ""Usually"" listened carefully to them","Doctors ""usually"" listened carefully",Not Applicable,,20,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Doctor Communication,True,,20.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_DOCTOR_RESPECT_A_P,"Patients who reported that their doctors ""Always"" treated them with courtesy and respect","Doctors ""always"" treated them with courtesy and  respect",Not Applicable,,83,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Doctor Communication,True,,83.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_DOCTOR_RESPECT_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never""  treated them with courtesy and respect","Doctors ""sometimes"" or ""never"" treated them with courtesy and  respect",Not Applicable,,5,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Doctor Communication,True,,5.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_DOCTOR_RESPECT_U_P,"Patients who reported that their doctors ""Usually""  treated them with courtesy and respect","Doctors ""usually""  treated them with courtesy and  respect",Not Applicable,,12,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Doctor Communication,True,,12.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",Not Applicable,,57,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Medicine Communication,True,,57.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_COMP_5_LINEAR_SCORE,Communication about medicines - linear mean score,Communication about medicines - linear mean score,Not Applicable,,Not Applicable,,74,631,,21,,07/01/2024,06/30/2025,Medicine Communication,True,,,74.0,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_COMP_5_SN_P,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","Staff ""sometimes"" or ""never"" explained",Not Applicable,,24,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Medicine Communication,True,,24.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,2,,Not Applicable,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Medicine Communication,True,2.0,,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_COMP_5_U_P,"Patients who reported that staff ""Usually"" explained about medicines before giving it to them","Staff ""usually"" explained",Not Applicable,,19,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Medicine Communication,True,,19.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_MED_FOR_A_P,"Patients who reported that when receiving new medication the staff ""Always"" communicated what the medication was for","Staff ""always"" explained new medications",Not Applicable,,69,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Medicine Communication,True,,69.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_MED_FOR_SN_P,"Patients who reported that when receiving new medication the staff ""Sometimes"" or ""Never"" communicated what the medication was for","Staff ""sometimes"" or ""never"" explained new medications",Not Applicable,,13,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Medicine Communication,True,,13.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_MED_FOR_U_P,"Patients who reported that when receiving new medication the staff ""Usually"" communicated what the medication was for.","Staff ""usually"" explained new medications",Not Applicable,,18,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Medicine Communication,True,,18.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_SIDE_EFFECTS_A_P,"Patients who reported that when receiving new medication the staff ""Always"" discussed possible side effects","Staff ""always"" explained possible side effects",Not Applicable,,45,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Medicine Communication,True,,45.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_SIDE_EFFECTS_SN_P,"Patients who reported that when receiving new medication the staff ""Sometimes"" or ""Never"" discussed possible side effects","Staff ""sometimes"" or ""never"" explained possible side effects",Not Applicable,,36,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Medicine Communication,True,,36.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_SIDE_EFFECTS_U_P,"Patients who reported that when receiving new medication the staff ""Usually"" discussed possible side effects","Staff ""usually"" explained possible side effects",Not Applicable,,19,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Medicine Communication,True,,19.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",Not Applicable,,77,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Nurse Communication,True,,77.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_COMP_1_LINEAR_SCORE,Nurse communication - linear mean score,Nurse communication - linear mean score,Not Applicable,,Not Applicable,,91,631,,21,,07/01/2024,06/30/2025,Nurse Communication,True,,,91.0,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_COMP_1_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well","Nurses ""sometimes"" or ""never"" communicated well",Not Applicable,,5,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Nurse Communication,True,,5.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,3,,Not Applicable,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Nurse Communication,True,3.0,,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_COMP_1_U_P,"Patients who reported that their nurses ""Usually"" communicated well","Nurses ""usually"" communicated well",Not Applicable,,18,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Nurse Communication,True,,18.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_NURSE_EXPLAIN_A_P,"Patients who reported that their nurses ""Always"" explained things in a way they could understand","Nurses ""always"" explained things so they could understand",Not Applicable,,73,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Nurse Communication,True,,73.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_NURSE_EXPLAIN_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never"" explained things in a way they could understand","Nurses ""sometimes"" or ""never"" explained things so they could understand",Not Applicable,,7,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Nurse Communication,True,,7.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_NURSE_EXPLAIN_U_P,"Patients who reported that their nurses ""Usually"" explained things in a way they could understand","Nurses ""usually"" explained things so they could understand",Not Applicable,,20,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Nurse Communication,True,,20.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_NURSE_LISTEN_A_P,"Patients who reported that their nurses ""Always"" listened carefully to them","Nurses ""always"" listened carefully",Not Applicable,,73,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Nurse Communication,True,,73.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_NURSE_LISTEN_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never"" listened carefully to them","Nurses ""sometimes"" or ""never"" listened carefully",Not Applicable,,6,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Nurse Communication,True,,6.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_NURSE_LISTEN_U_P,"Patients who reported that their nurses ""Usually"" listened carefully to them","Nurses ""usually"" listened carefully",Not Applicable,,21,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Nurse Communication,True,,21.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_NURSE_RESPECT_A_P,"Patients who reported that their nurses ""Always"" treated them with courtesy and respect","Nurses ""always"" treated them with courtesy and  respect",Not Applicable,,86,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Nurse Communication,True,,86.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_NURSE_RESPECT_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never""  treated them with courtesy and respect","Nurses ""sometimes"" or ""never"" treated them with courtesy and  respect",Not Applicable,,3,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Nurse Communication,True,,3.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_NURSE_RESPECT_U_P,"Patients who reported that their nurses ""Usually""  treated them with courtesy and respect","Nurses ""usually""  treated them with courtesy and  respect",Not Applicable,,11,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Nurse Communication,True,,11.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_HSP_RATING_0_6,Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""6"" or lower (low)",Not Applicable,,10,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Overall Rating,True,,10.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_HSP_RATING_7_8,Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""7"" or ""8"" (medium)",Not Applicable,,24,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Overall Rating,True,,24.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",Not Applicable,,66,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Overall Rating,True,,66.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_HSP_RATING_LINEAR_SCORE,Overall hospital rating - linear mean score,Overall hospital rating - linear mean score,Not Applicable,,Not Applicable,,86,631,,21,,07/01/2024,06/30/2025,Overall Rating,True,,,86.0,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,3,,Not Applicable,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Overall Rating,True,3.0,,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_RECMND_DN,"Patients who reported NO, they would probably not or definitely not recommend the hospital","""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)",Not Applicable,,9,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Recommendation,True,,9.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",Not Applicable,,64,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Recommendation,True,,64.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_RECMND_LINEAR_SCORE,Recommend hospital - linear mean score,Recommend hospital - linear mean score,Not Applicable,,Not Applicable,,84,631,,21,,07/01/2024,06/30/2025,Recommendation,True,,,84.0,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_RECMND_PY,"Patients who reported YES, they would probably recommend the hospital","""YES"", patients would probably recommend the hospital",Not Applicable,,27,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Recommendation,True,,27.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,3,,Not Applicable,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Recommendation,True,3.0,,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,5,,Not Applicable,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Summary Rating,True,5.0,,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,4,,Not Applicable,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Summary Rating,True,4.0,,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_STAR_RATING,Summary star rating,Summary star rating,3,,Not Applicable,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Summary Rating,True,3.0,,,631.0,21.0
100242,HCA FLORIDA GULF COAST HOSPITAL,449 W 23RD ST,FL,32405,(850) 747-7926,H_COMP_6_LINEAR_SCORE,Discharge information - linear mean score,Discharge information - linear mean score,Not Applicable,,Not Applicable,,82,695,,17,,07/01/2024,06/30/2025,Discharge Information,True,,,82.0,695.0,17.0
100242,HCA FLORIDA GULF COAST HOSPITAL,449 W 23RD ST,FL,32405,(850) 747-7926,H_COMP_6_N_P,"Patients who reported that NO, they were not given information about what to do during their recovery at home","No, staff ""did not"" give patients this information",Not Applicable,,17,,Not Applicable,695,,17,,07/01/2024,06/30/2025,Discharge Information,True,,17.0,,695.0,17.0
100242,HCA FLORIDA GULF COAST HOSPITAL,449 W 23RD ST,FL,32405,(850) 747-7926,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,2,,Not Applicable,,Not Applicable,695,,17,,07/01/2024,06/30/2025,Discharge Information,True,2.0,,,695.0,17.0
